story,character, appearing lines
6eeeb275-df48-4cf2-9405-edde7dd6d8b4,Angie,"[1, 2, 4, 5]"
6eeeb275-df48-4cf2-9405-edde7dd6d8b4,Mechanic,"[1, 3, 4]"
6eeeb275-df48-4cf2-9405-edde7dd6d8b4,Husband,"[2, 3, 4, 5]"
067b6a8a-12fe-4a0b-93f3-78981588e434,Rod,"[1, 2, 3, 4]"
067b6a8a-12fe-4a0b-93f3-78981588e434,Dotty,"[1, 2, 4, 5]"
3a0c0727-0fdf-436b-a37d-3782b8464de9,Frank,"[1, 2, 3, 4, 5]"
ca856dad-33c4-4b52-afb9-af8dd6805735,Landlord,"[2, 4, 5]"
ca856dad-33c4-4b52-afb9-af8dd6805735,Sophie,"[1, 2, 3, 4]"
ca856dad-33c4-4b52-afb9-af8dd6805735,A cat,"[3, 4]"
ca856dad-33c4-4b52-afb9-af8dd6805735,10 cats,"[5]"
3c9500f4-0598-46d0-9722-7ba401a8877a,Ed,"[1, 2, 3, 4, 5]"
afd9b0aa-3d02-4fcf-bd6c-5029e04c6305,I (myself),"[1, 2, 3, 4, 5]"
4b03351d-728c-4105-ba18-18a8d6dd396d,Drug cartel,"[5]"
4b03351d-728c-4105-ba18-18a8d6dd396d,Matt,"[1, 2, 3, 4, 5]"
f2d50905-9a71-454b-878c-210f54d666d9,I (myself),"[1, 2, 4, 5]"
f2d50905-9a71-454b-878c-210f54d666d9,My friend,"[1, 2, 3, 4, 5]"
c048af85-98ae-45c4-9a16-dec9c9d962b3,Maddy,"[1, 2, 3, 4, 5]"
c048af85-98ae-45c4-9a16-dec9c9d962b3,People,"[2, 5]"
6e885d72-075a-44e2-a04c-7bd3119e2282,Grandparents,"[3]"
6e885d72-075a-44e2-a04c-7bd3119e2282,Trevor,"[1, 3, 4, 5]"
6e885d72-075a-44e2-a04c-7bd3119e2282,Kid,"[1]"
c57126a8-235b-4591-8db1-9b3a1066a28b,Neighbors,"[3]"
c57126a8-235b-4591-8db1-9b3a1066a28b,Dj,"[4]"
c57126a8-235b-4591-8db1-9b3a1066a28b,Bob,"[1, 2, 3, 4]"
c57126a8-235b-4591-8db1-9b3a1066a28b,Friends,"[3]"
500c48f5-57c5-4585-9561-7ab88b1d43e8,Amber,"[1, 2, 3, 4, 5]"
500c48f5-57c5-4585-9561-7ab88b1d43e8,Sarah,"[1]"
88150068-8051-47ad-8716-49b90047f784,One of the students,"[4]"
88150068-8051-47ad-8716-49b90047f784,Teacher,"[2, 3, 4, 5]"
88150068-8051-47ad-8716-49b90047f784,David,"[1, 4, 5]"
bb1f4e8f-6267-4784-9394-a2bb3b0869ab,June,"[1, 2, 3, 4, 5]"
bb1f4e8f-6267-4784-9394-a2bb3b0869ab,Joey,"[1, 2, 3, 4, 5]"
a4137ca3-4881-482f-a04c-f3fd1fa18767,Brad,"[1, 2, 4, 5]"
a4137ca3-4881-482f-a04c-f3fd1fa18767,Jill,"[1, 2, 3, 5]"
0a8d97a1-4d70-44d4-904a-b52ee2edecb4,I (myself),"[1, 2, 3, 5]"
0a8d97a1-4d70-44d4-904a-b52ee2edecb4,Young man,"[3, 4, 5]"
52c0d03e-c5fc-46d1-ab24-19c8cfd6d05d,Tim,"[1, 2, 3, 4, 5]"
52c0d03e-c5fc-46d1-ab24-19c8cfd6d05d,Other kids,"[3]"
52c0d03e-c5fc-46d1-ab24-19c8cfd6d05d,Tim's family,"[1, 2]"
6b6e2c1c-b7db-43b8-b908-665cdab56c8b,Samuel,"[1, 2, 3, 4, 5]"
6b6e2c1c-b7db-43b8-b908-665cdab56c8b,Parents,"[3, 4]"
e02ab617-7297-4762-9e50-8fe79a078408,I (myself),"[1, 2, 3, 4, 5]"
e66d5a0b-83c4-4032-b6fc-53392c6a5857,Other moms,"[3]"
e66d5a0b-83c4-4032-b6fc-53392c6a5857,Other kids,"[3]"
e66d5a0b-83c4-4032-b6fc-53392c6a5857,Joan,"[1, 3, 4, 5]"
e66d5a0b-83c4-4032-b6fc-53392c6a5857,Her daughter,"[2, 4]"
c0e6679d-584c-480a-9861-efb2cdb7c7c3,Friends,"[2, 5]"
c0e6679d-584c-480a-9861-efb2cdb7c7c3,Nate,"[1, 2, 3, 4]"
f3b7866c-b111-413d-a5cf-faca2d43d723,Rebecca,"[1, 2, 3, 4, 5]"
73269d62-c7f2-4c3a-8e00-6165011df05c,Cat,"[1, 2, 3, 5]"
fa99e024-3331-4806-bf41-a2518112c55b,Three brothers,"[1, 2, 5]"
123022ca-39a5-4f0e-bcdf-2af8df4bf3dc,Police officer,"[3, 4, 5]"
123022ca-39a5-4f0e-bcdf-2af8df4bf3dc,Todd,"[1, 2, 3, 4, 5]"
c30021cb-7383-480c-a83a-816620cbef61,Anne's family,"[2]"
c30021cb-7383-480c-a83a-816620cbef61,Anne,"[1, 2, 3, 4, 5]"
c30021cb-7383-480c-a83a-816620cbef61,Sam,"[1, 3, 4, 5]"
84163b12-5da1-4d39-8a2c-12455088e02e,Jane,"[1, 2, 3, 4, 5]"
72c72441-9d2d-455e-83df-dc6967e17b54,Boss,"[3, 4]"
72c72441-9d2d-455e-83df-dc6967e17b54,Ann,"[1, 2, 3, 5]"
72c72441-9d2d-455e-83df-dc6967e17b54,Everyone,"[5]"
72c72441-9d2d-455e-83df-dc6967e17b54,Office  staff,"[4]"
30d7a090-aeec-4f8d-8a04-904c5b80204a,Everyone,"[5]"
30d7a090-aeec-4f8d-8a04-904c5b80204a,Kristen,"[2, 3, 4, 5]"
026f1464-10c0-4303-84e2-105b9f278c90,Granddaughter,"[1, 2, 3, 5]"
026f1464-10c0-4303-84e2-105b9f278c90,Another child,"[3, 4]"
026f1464-10c0-4303-84e2-105b9f278c90,Other kids',"[4]"
069b9d67-872d-4022-9f63-934b2c1e94a6,I (myself),"[1, 2, 3, 4]"
3afbc59f-f350-4ee7-9e33-54e28224a909,Impressed,"[4]"
3afbc59f-f350-4ee7-9e33-54e28224a909,Went,"[2]"
3afbc59f-f350-4ee7-9e33-54e28224a909,Beth,"[3]"
3afbc59f-f350-4ee7-9e33-54e28224a909,Friends,"[2]"
3afbc59f-f350-4ee7-9e33-54e28224a909,Teacher,"[4]"
3afbc59f-f350-4ee7-9e33-54e28224a909,Friend,"[3]"
3afbc59f-f350-4ee7-9e33-54e28224a909,Emily,"[1, 2, 3, 4, 5]"
b648e3f5-9bd2-46c4-bf50-6fdc4a38a98e,Girls,"[1, 2, 3, 4, 5]"
dee0e650-5d40-4d31-8bb8-25c9280f9713,Shari,"[1, 2, 3, 4, 5]"
2b630a7c-3339-4f75-a1fc-a7c905bfca11,Stan,"[2, 3, 4, 5]"
2b630a7c-3339-4f75-a1fc-a7c905bfca11,Debbie,"[1, 2, 3, 4, 5]"
441eb9c4-8096-423d-83cc-fde266201c37,Laura,"[1, 2, 3, 4, 5]"
a5cb9952-605f-40db-a67c-c5120f3ee948,I (myself),"[2, 3, 4]"
3be9dc88-7e8d-4c69-abd6-bb2ae1a6c3ea,Joanne,"[1, 2, 3, 4, 5]"
3be9dc88-7e8d-4c69-abd6-bb2ae1a6c3ea,Hospital,"[4]"
3fd9c6c9-a393-4309-ba1c-fbc6133d2d69,Jo-jo,"[1, 2, 4, 5]"
3fd9c6c9-a393-4309-ba1c-fbc6133d2d69,Mom,"[4]"
adfb4110-3f8b-49fd-8e89-73d73fe902a5,Cory,"[1, 2, 3, 4, 5]"
adfb4110-3f8b-49fd-8e89-73d73fe902a5,Neighbor,"[2]"
be6d8f63-04d4-43d8-837b-9a306675e1a0,Lucy,"[1, 2, 3, 4, 5]"
cb50fe2e-426a-4372-951b-7605090eb925,Mike,"[1, 2, 4, 5]"
cb50fe2e-426a-4372-951b-7605090eb925,Jill,"[1, 2, 4, 5]"
a1f3512a-942d-4336-98d6-02ba36833caf,Accountant,"[3]"
a1f3512a-942d-4336-98d6-02ba36833caf,Tina,"[1, 2, 3, 4, 5]"
124742e3-890d-4628-8697-65bd5ab0ab6a,Surgeon,"[2]"
124742e3-890d-4628-8697-65bd5ab0ab6a,Monty's owners,"[4]"
124742e3-890d-4628-8697-65bd5ab0ab6a,Monty,"[1, 4, 5]"
b7b289af-11e3-444a-bfe1-3b70f32574d9,I (myself),"[1, 2, 3, 4, 5]"
b7b289af-11e3-444a-bfe1-3b70f32574d9,Cat,"[1, 2, 3, 4, 5]"
121f3af5-db29-48b5-b865-b9746ce7bddf,Penelope,"[1, 2, 3, 4, 5]"
9eb23fe1-1f94-4494-bc59-a057ed0bba9f,Ben,"[1, 2, 3, 4, 5]"
6949d92a-90eb-4e88-af61-80aa6531552b,Kate,"[1, 3, 4, 5]"
b3f4e44e-1bcb-46b8-9f9b-85c791eab292,Her friends,"[1]"
b3f4e44e-1bcb-46b8-9f9b-85c791eab292,Gina,"[1, 5]"
b3f4e44e-1bcb-46b8-9f9b-85c791eab292,Her sister,"[2, 3, 4]"
f4cb76d0-cc5e-4b60-882c-9f6a7c62644c,John's school team,"[4]"
f4cb76d0-cc5e-4b60-882c-9f6a7c62644c,John,"[1, 2, 3, 4, 5]"
5670dcdb-0411-4d2b-9c98-99ff45b97ef1,Louis,"[1, 2, 3, 4, 5]"
5670dcdb-0411-4d2b-9c98-99ff45b97ef1,The snake,"[3, 4, 5]"
2623843c-3c3a-4934-b3c8-7fddfba09a57,Both,"[4]"
2623843c-3c3a-4934-b3c8-7fddfba09a57,Tom,"[1, 2, 3, 4, 5]"
08109050-77f0-488c-941a-50c84ff05dd7,Jason,"[1, 3, 4, 5]"
efd1c144-9f5f-4774-bff9-08a333c86e43,Earl,"[1, 2, 3, 4, 5]"
fc781944-7a5a-48bf-9ff6-e07e876c354e,I (myself),"[1]"
fc781944-7a5a-48bf-9ff6-e07e876c354e,Jim,"[1, 2, 3, 4, 5]"
346156da-29a9-4e3f-b0fe-205139445055,Dentist,"[1, 3, 4, 5]"
346156da-29a9-4e3f-b0fe-205139445055,Rina,"[1, 2, 3, 4, 5]"
57a4744e-b0a0-4df1-9477-64a36e96756d,Tim,"[1, 2, 3, 4, 5]"
3db52db5-086d-4546-ae81-844183eaa93e,Eric,"[1, 2, 3, 4, 5]"
39fdf06a-cc3a-4cc5-8767-f78aeefc7da9,Kid,"[2, 3, 4, 5]"
39fdf06a-cc3a-4cc5-8767-f78aeefc7da9,Martin,"[1, 2, 3, 4, 5]"
d648425d-ac14-463d-abe0-49bb64bcb94e,Uncle,"[2]"
d648425d-ac14-463d-abe0-49bb64bcb94e,Richard,"[1, 2, 3, 4, 5]"
0623f9bc-8ca9-4a07-a6f1-144690b41cd6,Charlie,"[1, 2, 3, 4, 5]"
0623f9bc-8ca9-4a07-a6f1-144690b41cd6,His mother,"[2, 3]"
37522b87-23ba-40b1-943c-6170e6311911,Moths,"[2, 5]"
37522b87-23ba-40b1-943c-6170e6311911,Friends,"[4, 5]"
37522b87-23ba-40b1-943c-6170e6311911,Whitney,"[1, 2, 3, 4, 5]"
37522b87-23ba-40b1-943c-6170e6311911,Mosquitos,"[2, 5]"
cf177d3c-efaa-4a85-91f4-a3bde2520885,Marcy,"[1, 2, 3, 4, 5]"
37ea9789-5f6c-4125-a826-8533675446a2,I (myself),"[1, 2, 3, 5]"
37ea9789-5f6c-4125-a826-8533675446a2,My wife,"[2, 3, 4, 5]"
29f7937f-ca16-40b4-b9e3-729199189340,I (myself),"[1, 3, 4, 5]"
29f7937f-ca16-40b4-b9e3-729199189340,Luthier,"[1]"
78c9f408-6e9a-49e1-b72a-709d0dd4885b,Charlie,"[1, 2, 3, 4, 5]"
78c9f408-6e9a-49e1-b72a-709d0dd4885b,Teller,"[3, 5]"
a020dddd-86f0-417b-8a11-a9bfae87d633,Cay,"[1, 2, 4, 5]"
a020dddd-86f0-417b-8a11-a9bfae87d633,Boyfriend,"[3, 4]"
637819e6-ac56-4333-91dd-a79fbe4c585a,Carley,"[1, 2, 4, 5]"
d1f147b6-e6ce-401a-8155-793863aae4d2,Dorian,"[2, 3, 4, 5]"
66e937ef-8582-4e89-8619-ab01d94dbbca,Larry,"[1, 2, 3, 4]"
b1288991-961a-4f94-b787-b9c23c2a7011,Beth,"[1]"
b1288991-961a-4f94-b787-b9c23c2a7011,Tina,"[1, 2, 3, 5]"
b1288991-961a-4f94-b787-b9c23c2a7011,Her mom,"[3, 4]"
42368c70-ce77-4590-a0db-bd4bdb508f9e,Neal,"[1, 2, 3, 4, 5]"
25db3e56-8d7e-4a35-8ad9-68d7fbd50394,Amy,"[1, 2, 3, 4, 5]"
4e02031c-518f-49f1-9574-fe378a877c5f,Friends,"[3, 4, 5]"
4e02031c-518f-49f1-9574-fe378a877c5f,Cole,"[1, 2, 3, 4, 5]"
4e02031c-518f-49f1-9574-fe378a877c5f,Classmates,"[4]"
63dd7eb3-0ec2-4c37-b61f-cc0285ca0d37,Sally,"[1, 2, 4, 5]"
8f736bad-2b75-4dc4-bb80-e8895a12c90f,Sheila,"[1, 2, 3, 4, 5]"
8f736bad-2b75-4dc4-bb80-e8895a12c90f,Liam neeson,"[1, 2, 3, 4, 5]"
e6a567a3-476e-4c5a-b29e-da89e77d492e,Anna,"[1, 4]"
8847caf8-ad42-4d58-9dd8-133357ac8e84,Jason,"[1, 2, 3, 4, 5]"
8847caf8-ad42-4d58-9dd8-133357ac8e84,Cooking school,"[4]"
d6d029cb-b340-44bb-87f9-5ac3b06e7485,Nancy,"[1, 2, 3, 4, 5]"
d6d029cb-b340-44bb-87f9-5ac3b06e7485,Nancy's husband,"[3, 4, 5]"
7a9ef0dd-f6d6-4861-b7ae-2be2166e8dcd,Sister,"[1, 2]"
7a9ef0dd-f6d6-4861-b7ae-2be2166e8dcd,Parents,"[2, 3]"
7a9ef0dd-f6d6-4861-b7ae-2be2166e8dcd,Duncan,"[1, 3, 4, 5]"
4869de61-8754-4188-9ddd-02fd071d19e7,Tim,"[1, 2, 3, 4, 5]"
a6cd8a24-bd6c-4fa8-894c-661471fbfa96,Kids,"[2]"
a6cd8a24-bd6c-4fa8-894c-661471fbfa96,Alex,"[1, 2, 3, 4, 5]"
46ca6d26-aa35-4eaa-8e44-589a000875a0,Jim,"[1, 4, 5]"
46ca6d26-aa35-4eaa-8e44-589a000875a0,Family,"[1, 4]"
041039b9-3840-4f4e-9403-2e4365746ec6,Sandy,"[3, 4, 5]"
d7610bde-b929-43ef-987b-e1cc4ff06d15,Sam,"[1, 2, 3, 4, 5]"
37073f8a-b048-44f0-baec-f19ab67af9d6,Kev,"[1, 2, 3, 5]"
7cbc72ab-fe5d-48b0-b169-3a5ed31f1b54,Person throwing stuff away,"[2]"
7cbc72ab-fe5d-48b0-b169-3a5ed31f1b54,Someone,"[2]"
7cbc72ab-fe5d-48b0-b169-3a5ed31f1b54,Nate,"[1, 3, 4, 5]"
49697ead-dee0-421a-92c8-cf9e93f296c5,I (myself),"[1, 2, 3, 4, 5]"
9eb25c2a-9351-465b-bf7b-aa07a64501e0,Eli,"[1, 2, 3, 4, 5]"
4df41947-07f9-45b5-80c0-288f8782d37e,Oliver,"[1, 4]"
702e34bb-4ce0-4364-a086-0259f4717b00,Animals,"[2]"
702e34bb-4ce0-4364-a086-0259f4717b00,Spot,"[4, 5]"
702e34bb-4ce0-4364-a086-0259f4717b00,Puppy,"[3, 4]"
702e34bb-4ce0-4364-a086-0259f4717b00,Ashley,"[1, 2, 3, 4, 5]"
0913b6c4-7b3a-41b7-a3e3-0f819f2791ad,Tim,"[1, 2, 3, 5]"
40799f1a-fd8c-4f9f-ae68-59de4c3707f8,Colleagues,"[3, 4, 5]"
40799f1a-fd8c-4f9f-ae68-59de4c3707f8,Georgia,"[1, 2, 3, 4, 5]"
40799f1a-fd8c-4f9f-ae68-59de4c3707f8,Group,"[5]"
6977537e-c312-49e0-b04f-d6bcca532826,Townspeople,"[2, 3, 4, 5]"
da0d25fc-af57-419c-9dcb-af5d29075669,Technician,"[4, 5]"
da0d25fc-af57-419c-9dcb-af5d29075669,James,"[1, 2, 5]"
da0d25fc-af57-419c-9dcb-af5d29075669,Puppets,"[1, 2]"
46e53e37-540b-4de9-898a-1e619c37d1ae,Robert,"[1, 2, 3, 4, 5]"
21e41c23-f32c-4275-9f12-ee59904f05f7,Kelly,"[1, 2, 3, 4, 5]"
21e41c23-f32c-4275-9f12-ee59904f05f7,Friends,"[3]"
21e41c23-f32c-4275-9f12-ee59904f05f7,Lucy,"[4]"
5f71fa0e-9887-45b1-9962-5acc84c76331,Jill,"[1, 2, 3, 4, 5]"
5f71fa0e-9887-45b1-9962-5acc84c76331,Neighbor,"[3]"
5f71fa0e-9887-45b1-9962-5acc84c76331,People,"[4]"
67014366-8018-43c2-9141-73a5a91b7651,Town,"[3]"
67014366-8018-43c2-9141-73a5a91b7651,Ed,"[1, 2, 3, 4, 5]"
67014366-8018-43c2-9141-73a5a91b7651,Wife,"[2, 4]"
66574e3c-c523-4bce-89b5-4c1db8fee20b,I (myself),"[1, 2, 3, 5]"
66574e3c-c523-4bce-89b5-4c1db8fee20b,Coach,"[1]"
66574e3c-c523-4bce-89b5-4c1db8fee20b,My friend,"[2, 3, 5]"
93ff4b47-3958-4e31-a2eb-0c0820d4406e,Larry,"[1, 2, 3, 4, 5]"
4ad493e2-cddb-473f-892d-cd9f2b72f2f1,I (myself),"[1, 2, 3, 4, 5]"
fd775536-9e72-4e92-a906-d270273994ab,Cats,"[3]"
fd775536-9e72-4e92-a906-d270273994ab,A woman,"[5]"
fd775536-9e72-4e92-a906-d270273994ab,Everyone,"[2]"
fd775536-9e72-4e92-a906-d270273994ab,Cat lady,"[5]"
d73cb2f8-4a1b-4446-84f1-5e9b849d2d54,Kevin,"[1, 2, 3, 4, 5]"
bc2ca354-2233-46a1-aed0-790186b467a5,Diana,"[1, 2, 3, 5]"
bc2ca354-2233-46a1-aed0-790186b467a5,Diana's mom,"[2]"
bc2ca354-2233-46a1-aed0-790186b467a5,I (myself),"[1, 2, 3, 4, 5]"
bc2ca354-2233-46a1-aed0-790186b467a5,Everyone,"[2, 3, 5]"
bc2ca354-2233-46a1-aed0-790186b467a5,Parents,"[1, 2, 3, 5]"
079e6801-ad63-4d16-a574-5263a9846b53,Marshall,"[1, 2, 3, 4, 5]"
e10afb72-02fa-4f51-8038-35e7dfa88de6,I (myself),"[1, 2, 3, 5]"
e10afb72-02fa-4f51-8038-35e7dfa88de6,My family,"[1, 2, 3, 5]"
48784243-a7fd-428d-b876-a821c71c5729,Foreign tribe,"[2, 4, 5]"
48784243-a7fd-428d-b876-a821c71c5729,Fellow tribesman,"[3, 4, 5]"
48784243-a7fd-428d-b876-a821c71c5729,Barbarian,"[1, 2, 3, 4, 5]"
5a89d8c1-d608-43f7-a9a9-0edd4668f960,Girlfriend,"[3, 5]"
5a89d8c1-d608-43f7-a9a9-0edd4668f960,Richard,"[1, 2, 3, 4, 5]"
5a89d8c1-d608-43f7-a9a9-0edd4668f960,People,"[2]"
5e1a3059-c263-4093-8a62-8ffdcca5b0f6,Cows,"[4, 5]"
5e1a3059-c263-4093-8a62-8ffdcca5b0f6,Conrad,"[1, 2, 4, 5]"
e2c028a2-f2f4-41bd-9bc9-bc307a63220a,His parents,"[3]"
e2c028a2-f2f4-41bd-9bc9-bc307a63220a,His father,"[4]"
e2c028a2-f2f4-41bd-9bc9-bc307a63220a,Lenny,"[1, 2, 3, 4, 5]"
fc817cb7-0385-44c4-a433-b800d0a4537f,I (myself),"[5]"
4c91819d-e60b-4b6a-8b47-f758aade358c,Jane,"[1, 2, 3, 4, 5]"
4c91819d-e60b-4b6a-8b47-f758aade358c,I (myself),"[1, 2, 4, 5]"
4c91819d-e60b-4b6a-8b47-f758aade358c,Mikey,"[1, 2, 3]"
9b411e39-cc06-424a-bfa4-fc3761827ff2,Sister,"[1, 2, 3, 5]"
9b411e39-cc06-424a-bfa4-fc3761827ff2,Gina,"[1, 2, 3, 4, 5]"
9b411e39-cc06-424a-bfa4-fc3761827ff2,Gina's friend,"[2]"
c85278c5-ec0c-452e-9061-0770dcf707de,Actual partnership,"[4]"
c85278c5-ec0c-452e-9061-0770dcf707de,Hadza tribe,"[2]"
c85278c5-ec0c-452e-9061-0770dcf707de,His partner,"[5]"
c85278c5-ec0c-452e-9061-0770dcf707de,Harry,"[1, 2, 3, 4, 5]"
4bc6356f-8a06-4eea-b75a-7c92d0222f98,I (myself),"[1, 4, 5]"
4bc6356f-8a06-4eea-b75a-7c92d0222f98,Woman,"[2, 3, 4, 5]"
e776102d-c743-4812-96f0-f11e36df9b75,Gina,"[1, 2, 3, 4, 5]"
ea42b95e-de9d-4861-8d49-fc6ac15669ef,Marshall,"[1, 3, 5]"
ea42b95e-de9d-4861-8d49-fc6ac15669ef,Regular customer,"[2, 3, 4, 5]"
80c339b8-5db2-4364-bf71-038a9b971477,Jason,"[1, 2, 3, 4, 5]"
f598dfe9-063b-4de1-ba50-a62bdd454cad,Lucy,"[2, 3, 4]"
f598dfe9-063b-4de1-ba50-a62bdd454cad,Friend,"[3, 4]"
5450f735-e2ec-4d3c-a0b5-b5a303414da8,Christine,"[1, 2, 3, 4, 5]"
5450f735-e2ec-4d3c-a0b5-b5a303414da8,People,"[3, 4]"
ee31e914-6324-4fb2-83c7-e253c1e434e7,I (myself),"[2, 3, 4, 5]"
4e0df078-f815-44e4-9e7c-021a89be330c,Tiffany,"[1, 2, 3, 4, 5]"
4e0df078-f815-44e4-9e7c-021a89be330c,Worker,"[2, 3, 4]"
4e0df078-f815-44e4-9e7c-021a89be330c,Boyfriend,"[1, 5]"
b2ce096f-f66f-4915-af51-aeed259de1fd,Bob,"[1, 2, 3, 4, 5]"
b76dac4e-adeb-48ec-b240-456ca0ed7482,John,"[1, 2, 3, 4]"
e7271137-d48c-4ac7-b53c-13a38137d2d0,Dan,"[1, 2, 3, 4, 5]"
e7271137-d48c-4ac7-b53c-13a38137d2d0,Michael jackson,"[1, 2, 5]"
3747e2cc-0708-48b7-b4ae-365495a88b2f,Julia,"[1, 2, 3, 4, 5]"
dd3eb0b1-5bdc-459f-933c-c300fdf8bf0e,Jake,"[1, 2, 3, 4, 5]"
029ed16b-f0d9-4a7a-a1af-dd1510c65e35,James,"[1, 2, 3, 4, 5]"
029ed16b-f0d9-4a7a-a1af-dd1510c65e35,The guests,"[2, 5]"
17280f13-7a92-4745-be96-084ddf1f02af,Her sons,"[1, 2, 3, 4, 5]"
17280f13-7a92-4745-be96-084ddf1f02af,Heather,"[1, 3, 5]"
17280f13-7a92-4745-be96-084ddf1f02af,Her step son,"[1, 2, 3, 4, 5]"
ae671267-fba7-42a0-bfd2-89c6b4d7e369,I (myself),"[1, 2, 3, 4, 5]"
ae671267-fba7-42a0-bfd2-89c6b4d7e369,Parents,"[1]"
75640a45-8e7b-4790-93cf-a67f0f9a9266,Sue,"[1, 2, 3, 4, 5]"
8bdd44a8-4bf0-4fde-820f-507c436fe4e2,Cat,"[2, 3, 4, 5]"
8bdd44a8-4bf0-4fde-820f-507c436fe4e2,Tom,"[1, 2, 3, 4, 5]"
371093e6-baa5-42ae-ad2c-53e0221716dc,Timmy,"[2]"
371093e6-baa5-42ae-ad2c-53e0221716dc,Todd,"[1, 2, 3, 4, 5]"
6e8d0a6d-9d22-4202-9f74-9e91c2d4bcd9,Mary,"[1, 2, 3, 4, 5]"
6e8d0a6d-9d22-4202-9f74-9e91c2d4bcd9,Expert,"[2]"
6e8d0a6d-9d22-4202-9f74-9e91c2d4bcd9,Thief,"[5]"
11dcdbe3-b3c1-47aa-9687-1ff3ce5eb884,Roy,"[1, 2, 3, 5]"
11dcdbe3-b3c1-47aa-9687-1ff3ce5eb884,Bulldog puppy,"[4, 5]"
11dcdbe3-b3c1-47aa-9687-1ff3ce5eb884,Roy's grandchildren,"[3]"
11dcdbe3-b3c1-47aa-9687-1ff3ce5eb884,Roy's son,"[3]"
6dcf8bd2-48d8-4b9d-81fd-6b44ea0849e0,Sue,"[1, 2, 3, 4, 5]"
6dcf8bd2-48d8-4b9d-81fd-6b44ea0849e0,Friend,"[3]"
21fffee3-66c5-46f9-9d09-aad48c83838b,Ric,"[1, 2, 3, 4, 5]"
a47da3c9-5691-4576-9ca6-71f2e71b4412,Kids,"[4]"
a47da3c9-5691-4576-9ca6-71f2e71b4412,Wife,"[3]"
419371cf-4d05-4c77-b299-dffeed4de467,Joe,"[1, 2, 3, 4, 5]"
ae4969d9-e4f7-4a8b-a04d-4de4e9662723,Teresa,"[1, 2, 3, 5]"
ae4969d9-e4f7-4a8b-a04d-4de4e9662723,Rattlesnake,"[2, 3, 4]"
48e39608-be7c-4b4c-9758-ea8edd46a721,Sarah,"[1, 2, 3]"
8ea732f6-ed94-435e-951e-d7c8882d46c8,Lucy,"[1, 2, 3, 4, 5]"
2baf7bd7-cb64-4fce-b33d-5ad3e7c3980a,Bride,"[5]"
2baf7bd7-cb64-4fce-b33d-5ad3e7c3980a,His brother,"[1]"
2baf7bd7-cb64-4fce-b33d-5ad3e7c3980a,Mother,"[5]"
2baf7bd7-cb64-4fce-b33d-5ad3e7c3980a,Mark,"[1, 2, 3, 4]"
22cf90e4-8986-489f-85e4-8e5fadcc7ecc,Great players,"[3]"
22cf90e4-8986-489f-85e4-8e5fadcc7ecc,Derek,"[1, 2, 4, 5]"
0a79b3f2-87b3-46b1-b7e7-941581b558e8,James,"[1, 2, 3, 5]"
0a79b3f2-87b3-46b1-b7e7-941581b558e8,Best friends,"[1, 2, 3, 5]"
2b311bbd-8b75-4b81-bbc0-7bf1e42a26d5,Neighbors,"[3, 4, 5]"
2b311bbd-8b75-4b81-bbc0-7bf1e42a26d5,Katie,"[1, 2, 3, 4, 5]"
e6493421-588d-4a23-9367-16c4d480776d,I (myself),"[1, 2, 3, 4, 5]"
6a1e152e-bffa-411d-b5c5-3ab62778ae2c,Dog,"[1, 3, 4, 5]"
6a1e152e-bffa-411d-b5c5-3ab62778ae2c,Our family,"[1, 2, 3, 4, 5]"
6a1e152e-bffa-411d-b5c5-3ab62778ae2c,Man,"[3]"
85ab9e2c-d594-4e13-a9cb-efc246a462e2,I (myself),"[1, 2, 3, 4, 5]"
37795625-1ba2-41d8-a68a-3bdf80401a66,Brian,"[1, 2, 3, 4, 5]"
37795625-1ba2-41d8-a68a-3bdf80401a66,Josh,"[1, 2, 3, 4, 5]"
efcdf028-a16c-4d15-b476-3c5ab214a20a,Jake,"[1, 2, 3, 4, 5]"
efcdf028-a16c-4d15-b476-3c5ab214a20a,Friends,"[1, 2, 3, 4, 5]"
cab79fa2-de8d-41cb-92a3-86fa1b86ad5e,Uncle,"[2]"
cab79fa2-de8d-41cb-92a3-86fa1b86ad5e,Kim,"[1, 5]"
5019d031-1fb5-48d6-98ff-066accb93a95,Stephen,"[1, 2, 4, 5]"
5019d031-1fb5-48d6-98ff-066accb93a95,Sprinkles,"[2, 3, 5]"
14f8cd5e-c0b3-45c3-8c94-e82b3e553ea2,I (myself),"[1, 2, 3, 4, 5]"
14f8cd5e-c0b3-45c3-8c94-e82b3e553ea2,A big fish,"[3, 4, 5]"
b6063897-5c0a-4adb-ae62-6b5d7115b396,Couple,"[3, 4]"
b6063897-5c0a-4adb-ae62-6b5d7115b396,Miles,"[1, 2, 3, 4, 5]"
fa7a73f6-70a6-40ea-91be-483deff414f3,Freeman,"[1, 2, 3, 4, 5]"
fa7a73f6-70a6-40ea-91be-483deff414f3,Family,"[1, 2, 4, 5]"
cb99a2e6-63bc-4a9e-a163-681333763160,Adam,"[1, 2, 3, 5]"
cb99a2e6-63bc-4a9e-a163-681333763160,Neighbor,"[4]"
23e2f9f3-d4d3-4b0b-9dcd-fd0285112670,I (myself),"[1, 2, 3, 5]"
23e2f9f3-d4d3-4b0b-9dcd-fd0285112670,Friend,"[1, 2, 4, 5]"
